key,impact_chosen,title,relevance
AZ-HB2139-Y2020,None,"Appropriation; veterans- services; benefits counselors. ","'Arizona' => 'Location', 'Appropriation' => 'None', 'Legislature' => 'None', 'State' => 'None'"
AZ-HB2140-Y2020,None,"Prisoner injuries; monetary judgments; reimbursement. ","'Arizona' => 'Location', 'Legislature' => 'None', 'Prison' => 'None', 'Section' => 'None', 'State' => 'None'"
AZ-HB2141-Y2020,None,"Universities; community colleges; constitutions; instruction. ","'Community college' => 'Education', 'Course' => 'Education', 'Arizona' => 'Location', 'United States' => 'Location', 'United States Army' => 'Military'"
AZ-HB2142-Y2020,None,"Auditor general; continuation. ","'Arizona' => 'Location', 'Audit' => 'None', 'Legislature' => 'None', 'Purpose' => 'None', 'Repeal' => 'None'"
AZ-HB2143-Y2020,Healthcare,"Collegiate athletics; compensation; representation. ","'Ear' => 'Healthcare', 'Profession' => 'Jobs', 'Arizona' => 'Location', 'Legislature' => 'None', 'Section' => 'None'"
AZ-HB2144-Y2020,None,"State liquor board; membership. ","'Arizona' => 'Location', 'Legislature' => 'None', 'Person' => 'None', 'Section' => 'None', 'State' => 'None'"
AZ-HB2145-Y2020,Jobs,"PSPRS; CORP; death benefits; suicide. ","'Pension' => 'Jobs', 'Death' => 'Safety', 'Arizona' => 'Location', 'Legislature' => 'None', 'Payment' => 'None'"
AZ-HB2146-Y2020,None,"Pretrial intervention; monies; authorized uses. ","'Arizona' => 'Location', 'Appropriation' => 'None', 'Law' => 'None', 'Legislature' => 'None', 'Section' => 'None'"
AZ-HB2147-Y2020,None,"Personal property tax; abatement; procedure. ","'Arizona' => 'Location', 'Legislature' => 'None', 'Person' => 'None', 'Personal property' => 'None', 'Section' => 'None'"
AZ-HB2148-Y2020,Jobs,"Anti-racketeering revolving funds; reports; penalty. ","'Profession' => 'Jobs', 'Training' => 'Jobs', 'Crime' => 'Safety', 'Vehicle' => 'Transportation', 'Vehicles' => 'Transportation'"
AZ-HB2149-Y2020,Healthcare,"Forfeiture; criminal conviction; property rights. ","'Emergency service' => 'Healthcare', 'Mental disorder' => 'Healthcare', 'Manufacturing' => 'Jobs', 'Money' => 'Jobs', 'Profession' => 'Jobs'"
AZ-HB2150-Y2020,Jobs,"TPT; distribution; Indian tribes. ","'Economic development' => 'Jobs', 'Arizona' => 'Location', 'Indian reservation' => 'Racial', 'Legislature' => 'None', 'Section' => 'None'"
AZ-HB2151-Y2020,Safety,"Mobile homes; taxation; delinquency. ","'Mobile home' => 'Safety', 'Arizona' => 'Location', 'Legislature' => 'None', 'Recreation' => 'None', 'Sale' => 'None'"
AZ-HB2152-Y2020,Jobs,"Appropriation; STEM; learning; workforce development. ","'Museum' => 'Jobs', 'Higher education' => 'Education', 'School' => 'Education', 'Arizona' => 'Location', 'United States' => 'Location'"
AZ-HB2153-Y2020,None,"Domestic relations; child-s best interest. ","'Arizona' => 'Location', 'Legislature' => 'None', 'Purpose' => 'None', 'Section' => 'None', 'State' => 'None'"
AZ-HB2154-Y2020,Safety,"Recidivism reduction; evidence-based policies; reports. ","'Recidivism' => 'Safety', 'Arizona' => 'Location', 'Agency' => 'None', 'Community' => 'None', 'Evidence' => 'None'"
AZ-HB2156-Y2020,Jobs,"Criminal justice data; reporting requirements. ","'Manufacturing' => 'Jobs', 'Probation' => 'Safety', 'Transport' => 'Transportation', 'Arizona' => 'Location', 'Arraignment' => 'None'"
AZ-HB2157-Y2020,Healthcare,"PSPRS; benefit computation; return-to-work. ","'Physician' => 'Healthcare', 'Retirement' => 'Jobs', 'Pension' => 'Jobs', 'Firefighter' => 'Safety', 'Police officer' => 'Safety'"
AZ-HB2159-Y2020,Environment,"Water adequacy requirements; statewide applicability. ","'Water supply' => 'Environment', 'Water' => 'Environment', 'Arizona' => 'Location', 'Colorado' => 'Location', 'United States' => 'Location'"
AZ-HB2160-Y2020,None,"Adjudication amendments; intent section repeal. ","'Arizona' => 'Location', 'Law' => 'None', 'Legislature' => 'None', 'Repeal' => 'None', 'State' => 'None'"
AZ-HB2161-Y2020,Environment,"Irrigation non-expansion areas; water supplies. ","'Irrigation' => 'Environment', 'Arizona' => 'Location', 'Legislature' => 'None', 'Section' => 'None', 'State' => 'None'"
AZ-HB2162-Y2020,Environment,"Energy measuring; reporting; prohibition; repeal. ","'Energy' => 'Environment', 'Arizona' => 'Location', 'Legislature' => 'None', 'Repeal' => 'None', 'State' => 'None'"
AZ-HB2163-Y2020,None,"Legislators; per diem; opt out. ","'Arizona' => 'Location', 'United States' => 'Location', 'Legislature' => 'None', 'Section' => 'None', 'State' => 'None'"
AZ-HB2164-Y2020,None,"Technical correction; state highways. ","'Arizona' => 'Location', 'Legislature' => 'None', 'Section' => 'None', 'State' => 'None', 'Statute' => 'None'"
AZ-HB2165-Y2020,Transportation,"Technical correction; traffic violations. ","'Traffic' => 'Transportation', 'Arizona' => 'Location', 'Legislature' => 'None', 'Section' => 'None', 'State' => 'None'"
AZ-HB2166-Y2020,None,"Schools; graduation requirements; university admissions. ","'Community college' => 'Education', 'Graduation' => 'Education', 'High school' => 'Education', 'School' => 'Education', 'University' => 'Education'"
AZ-HB2167-Y2020,None,"Education; federal funds; technical correction. ","'Education' => 'Education', 'Arizona' => 'Location', 'Legislature' => 'None', 'Section' => 'None', 'State' => 'None'"
AZ-HB2168-Y2020,None,"Technical correction; school district boards. ","'Arizona' => 'Location', 'Legislature' => 'None', 'Section' => 'None', 'State' => 'None', 'Statute' => 'None'"
AZ-HB2169-Y2020,None,"Technical correction; private schools. ","'Arizona' => 'Location', 'Legislature' => 'None', 'Section' => 'None', 'State' => 'None', 'Statute' => 'None'"
AZ-HB2170-Y2020,None,"Technical correction; legal opinions; schools. ","'Arizona' => 'Location', 'Legislature' => 'None', 'Section' => 'None', 'State' => 'None', 'Statute' => 'None'"
AZ-HB2171-Y2020,None,"Exchange teachers; technical correction. ","'Arizona' => 'Location', 'Legislature' => 'None', 'Section' => 'None', 'State' => 'None', 'Statute' => 'None'"
AZ-HB2172-Y2020,Safety,"Animal abuser registration; penalties. ","'Animal' => 'Safety', 'Cruelty to animals' => 'Safety', 'Arizona' => 'Location', 'Address' => 'None', 'Legislature' => 'None'"
AZ-HB2173-Y2020,None,"Smoking regulation; electronic smoking devices. ","'Arizona' => 'Location', 'Constitution' => 'None', 'Legislature' => 'None', 'Requirement' => 'None', 'Section' => 'None'"
AZ-HB2174-Y2020,Environment,"Exempt wells; capacity. ","'Conservation' => 'Environment', 'Groundwater' => 'Environment', 'Irrigation' => 'Environment', 'Water' => 'Environment', 'Transport' => 'Transportation'"
AZ-HB2175-Y2020,None,"Occupational licensure; certification; requirements; residents. ","'Arizona' => 'Location', 'United States' => 'Location', 'Legislature' => 'None', 'Requirement' => 'None', 'Section' => 'None'"
AZ-HB2176-Y2020,Safety,"Vacation rentals; short-term rentals; regulation. ","'Vacation rental' => 'Safety', 'Arizona' => 'Location', 'Legislature' => 'None', 'Section' => 'None', 'State' => 'None'"
AZ-HB2177-Y2020,Safety,"Firearms; prohibited sales; destruction; repeal. ","'Firearm' => 'Safety', 'Arizona' => 'Location', 'United States' => 'Location', 'Law' => 'None', 'Legislature' => 'None'"
AZ-HB2178-Y2020,Safety,"Marijuana possession; expungement; records; erasure. ","'Public safety' => 'Safety', 'Arizona' => 'Location', 'Court' => 'None', 'Legislature' => 'None', 'Public' => 'None'"
AZ-HB2179-Y2020,Healthcare,"Alkaline hydrolysis facilities; licensure. ","'Embalming' => 'Healthcare', 'Arizona' => 'Location', 'Contract' => 'None', 'Conviction' => 'None', 'Fee' => 'None'"
AZ-HB2180-Y2020,Healthcare,"Funeral directors board; appropriation; investigator. ","'Funeral' => 'Healthcare', 'Arizona' => 'Location', 'Legislature' => 'None', 'Section' => 'None', 'State' => 'None'"
AZ-HB2181-Y2020,Healthcare,"Animal crematories; licensure; funeral board. ","'Cremation' => 'Healthcare', 'Veterinarian' => 'Jobs', 'Animal' => 'Safety', 'Arizona' => 'Location', 'Burial' => 'None'"
AZ-HB2182-Y2020,None,"Youth entrepreneurship; pilot program; appropriation. ","'Arizona' => 'Location', 'Appropriation' => 'None', 'Legislature' => 'None', 'State' => 'None', 'Statute' => 'None'"
AZ-HB2183-Y2020,Healthcare,"Funeral escorts; funeral board licensure. ","'Beneficiary' => 'Healthcare', 'Cremation' => 'Healthcare', 'Funeral' => 'Healthcare', 'Embalming' => 'Healthcare', 'Intern' => 'Jobs'"
AZ-HB2184-Y2020,None,"Occupational and professional licensure; notice. ","'Arizona' => 'Location', 'United States' => 'Location', 'Legislature' => 'None', 'Requirement' => 'None', 'Section' => 'None'"
AZ-HB2185-Y2020,None,"Appropriations; school safety program. ","'Arizona' => 'Location', 'Appropriation' => 'None', 'Legislature' => 'None', 'State' => 'None', 'Statute' => 'None'"
AZ-HB2186-Y2020,None,"Appropriation; gifted education programs. ","'Arizona' => 'Location', 'Appropriation' => 'None', 'Legislature' => 'None', 'State' => 'None', 'Statute' => 'None'"
AZ-HB2187-Y2020,None,"Appropriation; school facilities; building renewal. ","'Arizona' => 'Location', 'Appropriation' => 'None', 'Legislature' => 'None', 'State' => 'None', 'Statute' => 'None'"
AZ-HB2188-Y2020,None,"Appropriation; school support personnel; salaries. ","'Arizona' => 'Location', 'Appropriation' => 'None', 'Legislature' => 'None', 'State' => 'None', 'Statute' => 'None'"
AZ-HB2189-Y2020,None,"School funding; inflation adjustments. ","'Charter school' => 'Education', 'School' => 'Education', 'Arizona' => 'Location', 'Charter' => 'None', 'District' => 'None'"
AZ-HB2190-Y2020,None,"State employees; paid family leave. ","'Arizona' => 'Location', 'Family' => 'None', 'Legislature' => 'None', 'Section' => 'None', 'State' => 'None'"
AZ-HB2191-Y2020,Safety,"Crime reporting; gender; age; homelessness. ","'Home' => 'Safety', 'Crime' => 'Safety', 'Arizona' => 'Location', 'United States' => 'Location', 'Computer' => 'None'"
AZ-HB2192-Y2020,None,"Appropriation; domestic violence; sexual assault. ","'Arizona' => 'Location', 'Appropriation' => 'None', 'Legislature' => 'None', 'State' => 'None', 'Statute' => 'None'"
AZ-HB2193-Y2020,None,"Appropriation; judicial; public safety complex. ","'Navajo Nation' => 'Location', 'Arizona' => 'Location', 'Appropriation' => 'None', 'Legislature' => 'None', 'Pi' => 'None'"
AZ-HB2194-Y2020,None,"Appropriation; Kayenta judicial complex. ","'Arizona' => 'Location', 'Appropriation' => 'None', 'Legislature' => 'None', 'State' => 'None'"
AZ-HB2195-Y2020,None,"Appropriations; Native American veterans; renovations. ","'Arizona' => 'Location', 'Appropriation' => 'None', 'Legislature' => 'None', 'State' => 'None'"
AZ-HB2196-Y2020,None,"Appropriation; Navajo nation; safety plan. ","'Arizona' => 'Location', 'Appropriation' => 'None', 'Legislature' => 'None', 'State' => 'None', 'Statute' => 'None'"
AZ-HB2197-Y2020,None,"Appropriation; Cove chapter; economic development. ","'Arizona' => 'Location', 'Appropriation' => 'None', 'Legislature' => 'None', 'State' => 'None'"
AZ-HB2199-Y2020,None,"Appropriations; tribal college remedial education. ","'Arizona' => 'Location', 'Appropriation' => 'None', 'Legislature' => 'None', 'State' => 'None'"
AZ-HB2200-Y2020,None,"Appropriation; state aviation fund. ","'Arizona' => 'Location', 'Appropriation' => 'None', 'Legislature' => 'None', 'State' => 'None', 'Statute' => 'None'"
AZ-HB2201-Y2020,None,"Appropriation; state parks heritage fund. ","'Arizona' => 'Location', 'Appropriation' => 'None', 'Legislature' => 'None', 'State' => 'None', 'Statute' => 'None'"
AZ-HB2202-Y2020,None,"Appropriation; Navajo nation; bridge replacement. ","'Arizona' => 'Location', 'Appropriation' => 'None', 'Legislature' => 'None', 'State' => 'None'"
AZ-HB2203-Y2020,None,"Appropriation; tribal reunification ceremonies. ","'Arizona' => 'Location', 'Appropriation' => 'None', 'Legislature' => 'None', 'State' => 'None', 'Statute' => 'None'"
AZ-HB2204-Y2020,None,"Appropriation; Vernon fire district. ","'Arizona' => 'Location', 'Appropriation' => 'None', 'Legislature' => 'None', 'State' => 'None', 'Statute' => 'None'"
AZ-HB2205-Y2020,Environment,"Indian tribes; TPT. ","'Groundwater' => 'Environment', 'Hearing' => 'Healthcare', 'Insulin' => 'Healthcare', 'Mining' => 'Jobs', 'Profession' => 'Jobs'"
AZ-HB2206-Y2020,None,"Schools; dress codes; graduation ceremonies. ","'School' => 'Education', 'Arizona' => 'Location', 'Legislature' => 'None', 'Section' => 'None', 'State' => 'None'"
AZ-HB2207-Y2020,None,"Appropriation; route H60. ","'Arizona' => 'Location', 'Appropriation' => 'None', 'Legislature' => 'None', 'State' => 'None'"
AZ-HB2208-Y2020,None,"Arizona teachers academy; recruitment; appropriation. ","'Student' => 'Education', 'Arizona' => 'Location', 'Indian reservation' => 'Racial', 'Appropriation' => 'None', 'Data' => 'None'"
AZ-HB2209-Y2020,None,"Schools; instruction; Native American experience. ","'School district' => 'Education', 'School districts' => 'Education', 'School' => 'Education', 'Arizona' => 'Location', 'United States' => 'Location'"
AZ-HB2210-Y2020,None,"Holiday; indigenous peoples- day. ","'Washington' => 'Location', 'Arizona' => 'Location', 'Constitution' => 'None', 'Family' => 'None', 'Father' => 'None'"
AZ-HB2211-Y2020,None,"Indian education; grant program; appropriation. ","'Alaska' => 'Location', 'Arizona' => 'Location', 'Appropriation' => 'None', 'Grant' => 'None', 'Legislature' => 'None'"
AZ-HB2212-Y2020,None,"Appropriation; DEQ; testing; remediation. ","'Arizona' => 'Location', 'United States' => 'Location', 'Appropriation' => 'None', 'Legislature' => 'None', 'State' => 'None'"
AZ-HB2213-Y2020,None,"WQARF; appropriation. ","'Arizona' => 'Location', 'Appropriation' => 'None', 'Legislature' => 'None', 'State' => 'None', 'Statute' => 'None'"
AZ-HB2214-Y2020,Safety,"Technical correction; juvenile court; records. ","'Arrest' => 'Safety', 'Arizona' => 'Location', 'Legislature' => 'None', 'Section' => 'None', 'State' => 'None'"
AZ-HB2215-Y2020,None,"Technical correction; industrial development; insurance. ","'Arizona' => 'Location', 'Legislature' => 'None', 'Liability insurance' => 'None', 'Section' => 'None', 'State' => 'None'"
AZ-HB2216-Y2020,None,"Technical correction; veterans. ","'Arizona' => 'Location', 'Legislature' => 'None', 'Section' => 'None', 'State' => 'None', 'Statute' => 'None'"
AZ-HB2217-Y2020,None,"Outdoor recreation coordinating commission; continuation. ","'Arizona' => 'Location', 'Legislature' => 'None', 'Purpose' => 'None', 'Repeal' => 'None', 'Section' => 'None'"
AZ-HB2218-Y2020,None,"State mine inspector; qualifications. ","'Arizona' => 'Location', 'Legislature' => 'None', 'Section' => 'None', 'State' => 'None', 'Statute' => 'None'"
AZ-HB2219-Y2020,None,"G&F; private lands; trespassing. ","'Arizona' => 'Location', 'Legislature' => 'None', 'Prohibition' => 'None', 'Section' => 'None', 'State' => 'None'"
AZ-HB2220-Y2020,None,"Property tax exemption; veterans- organizations. ","'Arizona' => 'Location', 'Legislature' => 'None', 'Property tax' => 'None', 'Property' => 'None', 'Section' => 'None'"
AZ-HB2221-Y2020,None,"Town councils; financial statements; website. ","'Arizona' => 'Location', 'Legislature' => 'None', 'Public' => 'None', 'Section' => 'None', 'State' => 'None'"
AZ-HB2222-Y2020,Jobs,"CTEDs; internships; funding. ","'Profession' => 'Jobs', 'Student' => 'Education', 'Arizona' => 'Location', 'United States' => 'Location', 'Legislature' => 'None'"
AZ-HB2223-Y2020,Safety,"Missing children; notification; identification. ","'Child' => 'Safety', 'Arizona' => 'Location', 'United States' => 'Location', 'Legislature' => 'None', 'Section' => 'None'"
AZ-HB2224-Y2020,Healthcare,"Psychology board; licensure; fingerprinting. ","'Psychology' => 'Healthcare', 'Education' => 'Education', 'Arizona' => 'Location', 'United States' => 'Location', 'Fingerprint' => 'None'"
AZ-HB2225-Y2020,Healthcare,"Speech-language pathologists; assistants. ","'Audiology' => 'Healthcare', 'Hearing' => 'Healthcare', 'Advertising' => 'Jobs', 'Education' => 'Education', 'Arizona' => 'Location'"
AZ-HB2226-Y2020,Environment,"Water measuring devices; report. ","'Groundwater' => 'Environment', 'Water' => 'Environment', 'Arizona' => 'Location', 'Legislature' => 'None', 'Section' => 'None'"
AZ-HB2227-Y2020,None,"Criminal justice commission; data collection. ","'Arizona' => 'Location', 'Criminal justice' => 'None', 'Legislature' => 'None', 'Section' => 'None', 'State' => 'None'"
AZ-HB2228-Y2020,None,"Theft by extortion; defense. ","'Arizona' => 'Location', 'Legislature' => 'None', 'Section' => 'None', 'State' => 'None', 'Statute' => 'None'"
AZ-HB2229-Y2020,None,"DCS; reunification; unannounced home visits. ","'Arizona' => 'Location', 'Legislature' => 'None', 'State' => 'None', 'Statute' => 'None', 'Title' => 'None'"
AZ-HB2230-Y2020,None,"Justice court; jurisdiction; crimes. ","'Arizona' => 'Location', 'Jurisdiction' => 'None', 'Legislature' => 'None', 'Section' => 'None', 'State' => 'None'"
