key,location,impact,title,summary
AZ-HB-2817 (2020),"Arizona, USA",Transportation,Public airport fees prohibited for Ride Sharing companies,"Additional or more restrictive requirements may not include a tax, fee or assessment of any kind on transportation network companies for operating at a public airport.  Transportation Network Companies include Taxis, Limousines and Ride Sharing companies."
