key,location,impact,title,summary
AZ-HB-2695 (2020),"Arizona, USA",Jobs,Financial literacy training qualifies as a work activity,"As a condition of eligibility for unemployment insurance cash assistance,  all recipients shall engage in work activities.  The department may allow a course in financial literacy and personal finance to qualify as a work activity.  These may include instruction on household cash management techniques, using checking and savings accounts, obtaining and using term and term credit or securing a loan or other term financing arrangements for high-cost items."
